*  EC          G       LABEL                   ION
   13445.42676     18.0  'Level  517 = F2e518X '   1
   13446.48730     20.0  'Level  518 = F1f520X '   1
   13448.26172     18.0  'Level  519 = F2f518X '   1
   13449.08203     20.0  'Level  520 = F1e520X '   1
   13463.19043     64.0  'Level  521 = F2e064X '   1
   13463.52051     66.0  'Level  522 = F1f066X '   1
   13490.36816     66.0  'Level  523 = F1e066X '   1
   13490.84375     64.0  'Level  524 = F2f064X '   1
   13584.59570     58.0  'Level  525 = F2e158X '   1
   13584.92676     60.0  'Level  526 = F1f160X '   1
   13607.58008     60.0  'Level  527 = F1e160X '   1
   13608.00391     58.0  'Level  528 = F2f158X '   1
   13671.23535     20.0  'Level  529 = F2e520X '   1
   13672.17578     22.0  'Level  530 = F1f522X '   1
   13674.66504     20.0  'Level  531 = F2f520X '   1
   13675.34180     22.0  'Level  532 = F1e522X '   1
   13750.13184     34.0  'Level  533 = F2e434X '   1
   13750.66699     36.0  'Level  534 = F1f436X '   1
   13759.27246     34.0  'Level  535 = F2f434X '   1
   13759.34277     36.0  'Level  536 = F1e436X '   1
   13852.02344     44.0  'Level  537 = F2e344X '   1
   13852.43848     46.0  'Level  538 = F1f346X '   1
   13866.33203     46.0  'Level  539 = F1e346X '   1
   13866.51855     44.0  'Level  540 = F2f344X '   1
   13887.52637     52.0  'Level  541 = F2e252X '   1
   13887.88086     54.0  'Level  542 = F1f254X '   1
   13906.54004     54.0  'Level  543 = F1e254X '   1
   13906.87891     52.0  'Level  544 = F2f252X '   1
   13918.36914     22.0  'Level  545 = F2e522X '   1
   13919.20898     24.0  'Level  546 = F1f524X '   1
   13922.44141     22.0  'Level  547 = F2f522X '   1
   13922.99316     24.0  'Level  548 = F1e524X '   1
   14153.87207     36.0  'Level  549 = F2e436X '   1
   14154.36914     38.0  'Level  550 = F1f438X '   1
   14163.92969     36.0  'Level  551 = F2f436X '   1
   14163.93750     38.0  'Level  552 = F1e438X '   1
   14186.48438     24.0  'Level  553 = F2e524X '   1
   14187.23828     26.0  'Level  554 = F1f526X '   1
   14191.24121     24.0  'Level  555 = F2f524X '   1
   14191.68457     26.0  'Level  556 = F1e526X '   1
   14211.95215     66.0  'Level  557 = F2e066X '   1
   14212.28613     68.0  'Level  558 = F1f068X '   1
   14240.16016     68.0  'Level  559 = F1e068X '   1
   14240.63965     66.0  'Level  560 = F2f066X '   1
   14262.49707     60.0  'Level  561 = F2e160X '   1
   14262.82324     62.0  'Level  562 = F1f162X '   1
   14286.50586     62.0  'Level  563 = F1e162X '   1
   14286.94727     60.0  'Level  564 = F2f160X '   1
   14367.35840     46.0  'Level  565 = F2e346X '   1
   14367.75195     48.0  'Level  566 = F1f348X '   1
   14382.64258     48.0  'Level  567 = F1e348X '   1
   14382.87012     46.0  'Level  568 = F2f346X '   1
   14475.20508     26.0  'Level  569 = F2e526X '   1
   14475.88574     28.0  'Level  570 = F1f528X '   1
   14480.68848     26.0  'Level  571 = F2f526X '   1
   14481.03516     28.0  'Level  572 = F1e528X '   1
   14492.99902     54.0  'Level  573 = F2e254X '   1
   14493.34180     56.0  'Level  574 = F1f256X '   1
   14513.02539     56.0  'Level  575 = F1e256X '   1
   14513.39258     54.0  'Level  576 = F2f254X '   1
   14576.42285     38.0  'Level  577 = F2e438X '   1
   14576.88574     40.0  'Level  578 = F1f440X '   1
   14587.36816     40.0  'Level  579 = F1e440X '   1
   14587.41602     38.0  'Level  580 = F2f438X '   1
   14784.12793     28.0  'Level  581 = F2e528X '   1
   14784.74414     30.0  'Level  582 = F1f530X '   1
   14790.37402     28.0  'Level  583 = F2f528X '   1
   14790.63379     30.0  'Level  584 = F1e530X '   1
   14899.47266     48.0  'Level  585 = F2e348X '   1
   14899.84863     50.0  'Level  586 = F1f350X '   1
   14915.73633     50.0  'Level  587 = F1e350X '   1
   14916.00098     48.0  'Level  588 = F2f348X '   1
   14953.99805     62.0  'Level  589 = F2e162X '   1
   14954.32227     64.0  'Level  590 = F1f164X '   1
   14972.76660     68.0  'Level  591 = F2e068X '   1
   14973.10547     70.0  'Level  592 = F1f070X '   1
   14979.01367     64.0  'Level  593 = F1e164X '   1
   14979.46875     62.0  'Level  594 = F2f162X '   1
   15001.98535     70.0  'Level  595 = F1e070X '   1
   15002.46484     68.0  'Level  596 = F2f068X '   1
   15017.22559     40.0  'Level  597 = F2e440X '   1
   15017.65918     42.0  'Level  598 = F1f442X '   1
   15029.06836     42.0  'Level  599 = F1e442X '   1
   15029.16797     40.0  'Level  600 = F2f440X '   1
   15112.82227     30.0  'Level  601 = F2e530X '   1
   15113.38184     32.0  'Level  602 = F1f532X '   1
   15113.42578     56.0  'Level  603 = F2e256X '   1
   15113.75977     58.0  'Level  604 = F1f258X '   1
   15119.86328     30.0  'Level  605 = F2f530X '   1
   15120.04492     32.0  'Level  606 = F1e532X '   1
   15134.45312     58.0  'Level  607 = F1e258X '   1
   15134.84473     56.0  'Level  608 = F2f256X '   1
   15447.69922     50.0  'Level  609 = F2e350X '   1
   15448.06055     52.0  'Level  610 = F1f352X '   1
   15460.82812     32.0  'Level  611 = F2e532X '   1
   15461.33789     34.0  'Level  612 = F1f534X '   1
   15464.94141     52.0  'Level  613 = F1e352X '   1
   15465.23828     50.0  'Level  614 = F2f350X '   1
   15468.69434     32.0  'Level  615 = F2f532X '   1
   15468.80469     34.0  'Level  616 = F1e534X '   1
   15475.69727     42.0  'Level  617 = F2e442X '   1
   15476.10449     44.0  'Level  618 = F1f444X '   1
   15488.45312     44.0  'Level  619 = F1e444X '   1
   15488.59961     42.0  'Level  620 = F2f442X '   1
   15658.30762     64.0  'Level  621 = F2e164X '   1
   15658.63184     66.0  'Level  622 = F1f166X '   1
   15684.31055     66.0  'Level  623 = F1e166X '   1
   15684.77539     64.0  'Level  624 = F2f164X '   1
   15744.79004     70.0  'Level  625 = F2e070X '   1
   15745.13672     72.0  'Level  626 = F1f072X '   1
   15748.06348     58.0  'Level  627 = F2e258X '   1
   15748.39062     60.0  'Level  628 = F1f260X '   1
   15770.07812     60.0  'Level  629 = F1e260X '   1
   15770.49023     58.0  'Level  630 = F2f258X '   1
   15775.00195     72.0  'Level  631 = F1e072X '   1
   15775.47656     70.0  'Level  632 = F2f070X '   1
   15827.66016     34.0  'Level  633 = F2e534X '   1
   15828.12500     36.0  'Level  634 = F1f536X '   1
   15836.37500     34.0  'Level  635 = F2f534X '   1
   15836.41992     36.0  'Level  636 = F1e536X '   1
   15951.23242     44.0  'Level  637 = F2e444X '   1
   15951.61621     46.0  'Level  638 = F1f446X '   1
   15964.91016     46.0  'Level  639 = F1e446X '   1
   15965.10059     44.0  'Level  640 = F2f444X '   1
   16011.34961     52.0  'Level  641 = F2e352X '   1
   16011.69922     54.0  'Level  642 = F1f354X '   1
   16029.56445     54.0  'Level  643 = F1e354X '   1
   16029.89160     52.0  'Level  644 = F2f352X '   1
   16212.80664     36.0  'Level  645 = F2e536X '   1
   16213.23047     38.0  'Level  646 = F1f538X '   1
   16222.37695     38.0  'Level  647 = F1e538X '   1
   16222.39258     36.0  'Level  648 = F2f536X '   1
   16374.61719     66.0  'Level  649 = F2e166X '   1
   16374.94336     68.0  'Level  650 = F1f168X '   1
   16396.15234     60.0  'Level  651 = F2e260X '   1
   16396.47656     62.0  'Level  652 = F1f262X '   1
   16401.58594     68.0  'Level  653 = F1e168X '   1
   16402.05859     66.0  'Level  654 = F2f166X '   1
   16419.13867     62.0  'Level  655 = F1e262X '   1
   16419.56836     60.0  'Level  656 = F2f260X '   1
   16443.20312     46.0  'Level  657 = F2e446X '   1
   16443.56836     48.0  'Level  658 = F1f448X '   1
   16457.80859     48.0  'Level  659 = F1e448X '   1
   16458.03711     46.0  'Level  660 = F2f446X '   1
   16527.16406     72.0  'Level  661 = F2e072X '   1
   16527.51953     74.0  'Level  662 = F1f074X '   1
   16558.34961     74.0  'Level  663 = F1e074X '   1
   16558.81641     72.0  'Level  664 = F2f072X '   1
   16589.71680     54.0  'Level  665 = F2e354X '   1
   16590.05664     56.0  'Level  666 = F1f356X '   1
   16608.89648     56.0  'Level  667 = F1e356X '   1
   16609.24805     54.0  'Level  668 = F2f354X '   1
   16615.73047     38.0  'Level  669 = F2e538X '   1
   16616.11719     40.0  'Level  670 = F1f540X '   1
   16626.13281     40.0  'Level  671 = F1e540X '   1
   16626.20312     38.0  'Level  672 = F2f538X '   1
   16950.96094     48.0  'Level  673 = F2e448X '   1
   16951.30859     50.0  'Level  674 = F1f450X '   1
   16966.49414     50.0  'Level  675 = F1e450X '   1
   16966.75781     48.0  'Level  676 = F2f448X '   1
   17035.86914     40.0  'Level  677 = F2e540X '   1
   17036.22461     42.0  'Level  678 = F1f542X '   1
   17047.11914     42.0  'Level  679 = F1e542X '   1
   17047.24219     40.0  'Level  680 = F2f540X '   1
   17056.91797     62.0  'Level  681 = F2e262X '   1
   17057.24023     64.0  'Level  682 = F1f264X '   1
   17080.85547     64.0  'Level  683 = F1e264X '   1
   17081.29883     62.0  'Level  684 = F2f262X '   1
   17102.10156     68.0  'Level  685 = F2e168X '   1
   17102.43359     70.0  'Level  686 = F1f170X '   1
   17130.01758     70.0  'Level  687 = F1e170X '   1
   17130.49023     68.0  'Level  688 = F2f168X '   1
   17182.07422     56.0  'Level  689 = F2e356X '   1
   17182.40625     58.0  'Level  690 = F1f358X '   1
   17202.20508     58.0  'Level  691 = F1e358X '   1
   17202.58008     56.0  'Level  692 = F2f356X '   1
   17319.00781     74.0  'Level  693 = F2e074X '   1
   17319.37695     76.0  'Level  694 = F1f076X '   1
   17351.15430     76.0  'Level  695 = F1e076X '   1
   17351.60938     74.0  'Level  696 = F2f074X '   1
   17472.63867     42.0  'Level  697 = F2e542X '   1
   17472.96484     44.0  'Level  698 = F1f544X '   1
   17473.83398     50.0  'Level  699 = F2e450X '   1
   17474.16602     52.0  'Level  700 = F1f452X '   1
   17484.75000     44.0  'Level  701 = F1e544X '   1
   17484.91992     42.0  'Level  702 = F2f542X '   1
   17490.29102     52.0  'Level  703 = F1e452X '   1
   17490.58789     50.0  'Level  704 = F2f450X '   1
   17729.56641     64.0  'Level  705 = F2e264X '   1
   17729.88867     66.0  'Level  706 = F1f266X '   1
   17754.43359     66.0  'Level  707 = F1e266X '   1
   17754.88867     64.0  'Level  708 = F2f264X '   1
   17787.67578     58.0  'Level  709 = F2e358X '   1
   17788.00391     60.0  'Level  710 = F1f360X '   1
   17808.74414     60.0  'Level  711 = F1e360X '   1
   17809.13867     58.0  'Level  712 = F2f358X '   1
   17839.91992     70.0  'Level  713 = F2e170X '   1
   17840.25977     72.0  'Level  714 = F1f172X '   1
   17868.76172     72.0  'Level  715 = F1e172X '   1
   17869.23438     70.0  'Level  716 = F2f170X '   1
   17925.42969     44.0  'Level  717 = F2e544X '   1
   17925.72852     46.0  'Level  718 = F1f546X '   1
   17938.40820     46.0  'Level  719 = F1e546X '   1
   17938.62109     44.0  'Level  720 = F2f544X '   1
   18011.13281     52.0  'Level  721 = F2e452X '   1
   18011.45312     54.0  'Level  722 = F1f454X '   1
   18028.50391     54.0  'Level  723 = F1e454X '   1
   18028.83008     52.0  'Level  724 = F2f452X '   1
   18119.43164     76.0  'Level  725 = F2e076X '   1
   18119.81445     78.0  'Level  726 = F1f078X '   1
   18152.52734     78.0  'Level  727 = F1e078X '   1
   18152.96289     76.0  'Level  728 = F2f076X '   1
   18393.60938     46.0  'Level  729 = F2e546X '   1
   18393.88281     48.0  'Level  730 = F1f548X '   1
   18405.75977     60.0  'Level  731 = F2e360X '   1
   18406.08398     62.0  'Level  732 = F1f362X '   1
   18407.45703     48.0  'Level  733 = F1e548X '   1
   18407.71094     46.0  'Level  734 = F2f546X '   1
   18413.28711     66.0  'Level  735 = F2e266X '   1
   18413.61328     68.0  'Level  736 = F1f268X '   1
   18427.74805     62.0  'Level  737 = F1e362X '   1
   18428.15625     60.0  'Level  738 = F2f360X '   1
   18439.06250     68.0  'Level  739 = F1e268X '   1
   18439.52344     66.0  'Level  740 = F2f266X '   1
   18562.14258     54.0  'Level  741 = F2e454X '   1
   18562.45312     56.0  'Level  742 = F1f456X '   1
   18580.41797     56.0  'Level  743 = F1e456X '   1
   18580.77148     54.0  'Level  744 = F2f454X '   1
   18587.21680     72.0  'Level  745 = F2e172X '   1
   18587.56445     74.0  'Level  746 = F1f174X '   1
   18616.96289     74.0  'Level  747 = F1e174X '   1
   18617.43164     72.0  'Level  748 = F2f172X '   1
   18876.52148     48.0  'Level  749 = F2e548X '   1
   18876.77344     50.0  'Level  750 = F1f550X '   1
   18891.23828     50.0  'Level  751 = F1e550X '   1
   18891.53125     48.0  'Level  752 = F2f548X '   1
   18927.51953     78.0  'Level  753 = F2e078X '   1
   18927.91992     80.0  'Level  754 = F1f080X '   1
   18961.55469     80.0  'Level  755 = F1e080X '   1
   18961.97070     78.0  'Level  756 = F2f078X '   1
   19035.53906     62.0  'Level  757 = F2e362X '   1
   19035.86523     64.0  'Level  758 = F1f364X '   1
   19058.42773     64.0  'Level  759 = F1e364X '   1
   19058.84766     62.0  'Level  760 = F2f362X '   1
   19107.25000     68.0  'Level  761 = F2e268X '   1
   19107.58008     70.0  'Level  762 = F1f270X '   1
   19126.13281     56.0  'Level  763 = F2e456X '   1
   19126.43555     58.0  'Level  764 = F1f458X '   1
   19133.91211     70.0  'Level  765 = F1e270X '   1
   19134.37695     68.0  'Level  766 = F2f268X '   1
   19145.29688     58.0  'Level  767 = F1e458X '   1
   19145.67188     56.0  'Level  768 = F2f456X '   1
   19343.11133     74.0  'Level  769 = F2e174X '   1
   19343.47266     76.0  'Level  770 = F1f176X '   1
   19373.49219     50.0  'Level  771 = F2e550X '   1
   19373.72461     52.0  'Level  772 = F1f552X '   1
   19373.74805     76.0  'Level  773 = F1e176X '   1
   19374.20703     74.0  'Level  774 = F2f174X '   1
   19389.07031     52.0  'Level  775 = F1e552X '   1
   19389.39844     50.0  'Level  776 = F2f550X '   1
   19676.21484     64.0  'Level  777 = F2e364X '   1
   19676.54297     66.0  'Level  778 = F1f366X '   1
   19699.98047     66.0  'Level  779 = F1e366X '   1
   19700.41016     64.0  'Level  780 = F2f364X '   1
   19702.34961     58.0  'Level  781 = F2e458X '   1
   19702.64844     60.0  'Level  782 = F1f460X '   1
   19722.38281     60.0  'Level  783 = F1e460X '   1
   19722.77734     58.0  'Level  784 = F2f458X '   1
   19742.33789     80.0  'Level  785 = F2e080X '   1
   19742.75781     82.0  'Level  786 = F1f082X '   1
   19777.31055     82.0  'Level  787 = F1e082X '   1
   19777.70117     80.0  'Level  788 = F2f080X '   1
   19810.60938     70.0  'Level  789 = F2e270X '   1
   19810.94727     72.0  'Level  790 = F1f272X '   1
   19838.13672     72.0  'Level  791 = F1e272X '   1
   19838.59961     70.0  'Level  792 = F2f270X '   1
   19883.82031     52.0  'Level  793 = F2e552X '   1
   19884.03516     54.0  'Level  794 = F1f554X '   1
   19900.25195     54.0  'Level  795 = F1e554X '   1
   19900.60938     52.0  'Level  796 = F2f552X '   1
   20106.71289     76.0  'Level  797 = F2e176X '   1
   20107.08789     78.0  'Level  798 = F1f178X '   1
   20138.22461     78.0  'Level  799 = F1e178X '   1
   20138.67188     76.0  'Level  800 = F2f176X '   1
   20290.01953     60.0  'Level  801 = F2e460X '   1
   20290.31641     62.0  'Level  802 = F1f462X '   1
   20310.90039     62.0  'Level  803 = F1e462X '   1
   20311.31055     60.0  'Level  804 = F2f460X '   1
   20326.96289     66.0  'Level  805 = F2e366X '   1
   20327.29492     68.0  'Level  806 = F1f368X '   1
   20351.58594     68.0  'Level  807 = F1e368X '   1
   20352.01953     66.0  'Level  808 = F2f366X '   1
   20406.78711     54.0  'Level  809 = F2e554X '   1
   20406.98242     56.0  'Level  810 = F1f556X '   1
   20424.05469     56.0  'Level  811 = F1e556X '   1
   20424.44336     54.0  'Level  812 = F2f554X '   1
   20522.49805     72.0  'Level  813 = F2e272X '   1
   20522.84375     74.0  'Level  814 = F1f274X '   1
   20550.87109     74.0  'Level  815 = F1e274X '   1
   20551.33008     72.0  'Level  816 = F2f272X '   1
   20562.92773     82.0  'Level  817 = F2e082X '   1
   20563.37109     84.0  'Level  818 = F1f084X '   1
   20598.84375     84.0  'Level  819 = F1e084X '   1
   20599.20508     82.0  'Level  820 = F2f082X '   1
   20877.10352     78.0  'Level  821 = F2e178X '   1
   20877.49414     80.0  'Level  822 = F1f180X '   1
   20888.34961     62.0  'Level  823 = F2e462X '   1
   20888.64453     64.0  'Level  824 = F1f464X '   1
   20909.48047     80.0  'Level  825 = F1e180X '   1
   20909.91016     78.0  'Level  826 = F2f178X '   1
   20910.05273     64.0  'Level  827 = F1e464X '   1
   20910.47461     62.0  'Level  828 = F2f462X '   1
   20941.64648     56.0  'Level  829 = F2e556X '   1
   20941.82812     58.0  'Level  830 = F1f558X '   1
   20959.73438     58.0  'Level  831 = F1e558X '   1
   20960.14844     56.0  'Level  832 = F2f556X '   1
   20986.93945     68.0  'Level  833 = F2e368X '   1
   20987.27930     70.0  'Level  834 = F1f370X '   1
   21012.39453     70.0  'Level  835 = F1e370X '   1
   21012.83203     68.0  'Level  836 = F2f368X '   1
   21242.02930     74.0  'Level  837 = F2e274X '   1
   21242.38867     76.0  'Level  838 = F1f276X '   1
   21271.22656     76.0  'Level  839 = F1e276X '   1
   21271.67969     74.0  'Level  840 = F2f274X '   1
   21388.31250     84.0  'Level  841 = F2e084X '   1
   21388.77734     86.0  'Level  842 = F1f086X '   1
   21425.18164     86.0  'Level  843 = F1e086X '   1
   21425.50781     84.0  'Level  844 = F2f084X '   1
   21487.63672     58.0  'Level  845 = F2e558X '   1
   21487.80664     60.0  'Level  846 = F1f560X '   1
   21496.52148     64.0  'Level  847 = F2e464X '   1
   21496.82031     66.0  'Level  848 = F1f466X '   1
   21506.52148     60.0  'Level  849 = F1e560X '   1
   21506.96094     58.0  'Level  850 = F2f558X '   1
